hora,minuto,temp_minima,temp_maxima,latitude_media,longitude_media,Classe
11,29,1.06,33.22,31.350921,65.968683,moderado	
11,29,-1.86,27.30,36.171807,139.231565,moderado	
11,29,-8.09,22.83,44.201156,17.890346,frio	
11,29,15.99,35.92,23.310719,72.519800,alerta	
11,29,-14.67,19.57,60.270827,16.220381,frio	
11,29,23.65,31.14,10.450233,105.550236,alerta	
11,29,23.18,30.05,5.630219,8.072934,alerta	
11,29,8.94,30.40,29.740339,31.379610,quente	
11,29,13.75,33.65,23.310694,86.499579,alerta	
11,29,-21.55,25.01,57.050588,42.791281,frio	
11,30,20.96,34.36,13.661328,33.849402,alerta	
11,29,-18.84,23.08,53.839413,31.360354,frio	
11,29,14.85,31.38,23.311427,89.999364,alerta	
11,29,14.75,31.08,23.308782,89.999399,alerta	
11,29,-12.25,23.55,45.810720,26.539859,frio	
11,29,16.39,35.92,23.309873,72.520781,alerta	
11,30,1.32,28.33,34.560411,136.220339,moderado	
11,28,23.01,30.42,5.628665,6.460324,alerta	
11,29,-11.76,21.43,49.030587,14.688564,frio	
11,30,11.37,33.44,28.130192,80.911289,quente	
11,29,-25.42,20.08,53.839440,58.640698,frio	
11,29,9.26,28.34,31.350435,33.930028,moderado	
11,29,16.07,31.03,16.870678,107.159872,quente	
11,29,17.72,37.16,20.090538,78.479151,alerta	
11,28,24.05,29.77,2.409079,102.049510,alerta	
11,29,-1.46,27.08,36.169611,139.230820,moderado	
11,29,19.93,35.66,16.869886,78.699866,alerta	
11,28,22.30,30.78,7.230603,0.810507,alerta	
11,30,-9.91,24.15,42.590082,141.820883,frio	
11,29,12.58,36.38,24.920563,83.349986,alerta	
11,29,19.45,30.53,13.658859,76.790914,quente	
11,29,14.07,32.02,18.481001,106.479406,quente	
11,29,-5.91,22.11,50.629505,3.799709,frio	
11,29,15.15,33.41,23.310329,88.250213,alerta	
11,29,-29.57,21.96,55.450697,85.040616,frio	
11,29,-13.29,22.47,50.630410,19.010715,frio	
11,29,23.39,30.76,10.448540,121.912223,alerta	
11,30,-18.01,24.08,53.841116,31.359956,frio	
11,30,-12.01,19.12,47.420100,10.658817,frio	
11,29,11.18,29.79,24.921175,120.591436,quente	
11,29,-3.35,27.53,36.168876,121.329624,moderado	
11,29,12.61,29.94,23.309687,119.710163,quente	
11,29,-12.69,26.07,47.419814,34.340289,frio	
11,28,20.09,34.22,16.868943,82.047998,alerta	
11,29,19.11,31.64,18.479072,84.509248,alerta	
11,30,-7.98,24.08,42.590145,21.819868,frio	
11,29,-23.08,24.11,55.450699,51.019922,frio	
11,28,-3.51,32.59,37.780257,40.679532,moderado	
11,29,14.53,38.31,24.919891,51.429456,alerta	
11,29,10.57,29.85,24.919223,120.590909,quente	
11,29,9.55,30.92,21.698706,109.899373,quente	
11,29,8.44,30.72,23.310276,110.970770,quente	
11,29,18.38,31.91,18.480351,96.339441,alerta	
11,29,4.00,28.25,40.989941,12.781356,moderado	
11,30,23.44,29.41,0.799615,103.659358,alerta	
11,29,22.27,30.59,7.229466,4.050485,alerta	
11,29,-21.77,19.46,61.879503,35.659836,frio	
11,29,9.67,36.18,31.350172,73.510325,quente	
11,29,-3.21,27.73,36.169769,51.709696,moderado	
11,29,-2.77,24.60,47.419527,1.180510,moderado	
11,29,4.94,29.22,26.519786,118.210489,moderado	
11,29,-31.34,22.46,55.449222,73.699748,frio	
11,29,-5.43,29.09,36.171434,117.349510,moderado	
11,29,-12.14,27.52,47.420171,39.079729,frio	
11,28,12.49,34.93,24.918915,85.118455,alerta	
11,29,21.49,33.29,8.839745,15.408943,alerta	
11,29,20.93,31.25,16.869837,97.119980,alerta	
11,29,18.22,34.53,20.088481,85.310356,alerta	
11,29,0.03,30.37,29.740819,119.998998,moderado	
11,29,-15.35,27.76,40.989694,80.950239,frio	
11,29,9.14,36.22,31.351275,73.510484,quente	
11,29,10.76,27.88,26.519495,89.550077,quente	
11,29,22.30,30.25,8.839968,99.729454,alerta	
11,30,19.83,26.58,2.410881,28.131226,quente	
11,29,-11.34,21.38,50.630303,11.408931,frio	
11,29,10.13,34.45,29.738365,77.541175,quente	
11,29,-16.85,22.14,58.661258,27.689350,frio	
11,29,-16.25,25.49,49.030080,34.290004,frio	
11,29,-7.82,22.51,50.629331,6.339774,frio	
11,29,-4.58,22.49,45.810074,3.459099,frio	
11,29,-6.84,28.72,39.379375,66.589602,moderado	
11,29,12.50,33.72,26.520584,84.180214,quente	
11,29,13.76,33.37,24.920522,88.677397,quente	
11,28,21.67,31.79,8.838833,7.301277,alerta	
11,29,5.96,31.94,36.169289,9.939813,moderado	
11,28,-24.64,27.91,45.809274,84.230362,frio	
11,29,21.94,30.61,8.838825,99.730698,alerta	
11,29,13.10,31.21,20.089619,105.779386,quente	
11,29,10.49,29.65,24.919986,120.589470,quente	
11,29,10.33,29.21,31.350898,30.159950,quente	
11,29,1.25,28.55,34.559783,136.218609,moderado	
11,29,7.60,29.42,32.949573,12.449374,moderado	
11,29,-14.59,26.72,39.381815,106.129860,frio	
11,29,12.30,30.95,20.089076,105.777926,quente	
11,29,12.69,34.60,26.520000,84.179984,quente	
11,29,-1.27,26.99,40.990484,27.689651,moderado	
11,29,-8.19,26.72,32.948196,50.741672,moderado	
11,28,5.70,27.14,40.988640,2.130966,moderado	
11,29,24.13,29.83,5.628197,100.092400,alerta	
11,29,-23.65,25.08,53.840634,50.448818,frio	
11,29,-8.23,22.82,52.239274,7.879332,frio	
11,29,-25.84,23.73,47.420096,131.449357,frio	
11,29,-4.35,21.55,50.630706,3.799885,frio	
11,30,8.74,36.71,31.350251,73.508205,quente	
11,29,9.24,36.55,31.349570,73.511314,quente	
11,29,15.96,33.43,20.089021,75.070092,alerta	
11,29,-19.88,24.18,57.049863,36.889481,frio	
11,29,-17.43,22.15,60.269280,25.949608,frio	
11,29,23.31,28.53,0.800487,110.091266,alerta	
11,29,22.66,29.61,8.837946,124.049901,alerta	
11,29,-6.18,22.99,45.810366,5.770837,frio	
11,29,2.90,29.86,29.741163,107.078290,moderado	
11,29,-7.44,28.98,37.780654,117.970849,moderado	
11,29,19.76,29.99,12.050623,77.261088,quente	
11,29,20.56,33.79,15.269918,77.501988,alerta	
11,29,22.29,30.65,15.270510,120.830522,alerta	
11,28,21.66,27.80,2.410131,10.449224,quente	
11,29,0.04,31.29,26.527753,110.701214,moderado	
11,29,22.55,30.33,15.270025,120.831119,alerta	
11,28,-3.57,32.45,37.780098,40.680639,moderado	
11,29,-1.17,26.20,40.990148,27.690273,moderado	
11,29,22.22,30.53,8.840199,106.218949,alerta	
11,29,-19.77,24.78,55.447736,36.850170,frio	
11,29,-7.96,23.10,44.199705,17.890398,frio	
11,30,-1.82,31.63,31.351261,116.859870,moderado	
11,29,-0.84,29.77,29.738693,53.539217,moderado	
11,29,19.49,35.43,16.870474,80.370355,alerta	
11,29,-4.00,23.55,40.990666,40.468391,moderado	
11,29,-5.14,21.94,50.629171,3.799510,frio	
11,29,16.97,36.79,21.699207,83.940418,alerta	
11,29,23.86,30.41,12.050784,92.050844,alerta	
11,29,14.21,29.20,23.308832,96.991214,quente	
11,29,23.77,29.38,2.409527,102.050003,alerta	
11,29,-28.39,25.33,47.419238,124.338988,frio	
11,29,-3.88,31.34,32.953772,118.696004,moderado	
11,29,12.57,27.75,23.309595,121.459644,quente	
11,29,22.45,29.98,13.660436,121.379841,alerta	
11,30,19.29,35.59,16.871960,80.370987,alerta	
11,29,-1.76,27.90,36.169204,139.230404,moderado	
11,29,-8.95,23.35,42.590903,141.818962,frio	
11,29,-9.68,21.96,52.240826,10.509398,frio	
11,29,19.94,30.43,13.660689,76.790013,quente	
11,29,-11.48,21.81,50.630986,16.479517,frio	
11,29,-6.33,24.85,40.989591,34.079980,frio	
11,28,21.31,31.95,13.660063,99.909743,alerta	
11,29,-9.86,27.12,45.809641,33.459341,moderado	
11,28,22.78,29.21,7.229225,80.270335,alerta	
11,29,14.95,33.27,23.309327,86.498597,alerta	
11,29,10.88,30.14,24.920637,120.589022,quente	
11,29,-9.69,25.62,37.780289,46.779974,frio	
11,29,-12.71,18.84,47.418800,10.658654,frio	
11,29,-22.72,21.98,42.589959,128.730518,frio	
11,29,20.52,33.06,12.050104,6.581536,alerta	
11,29,-13.29,26.56,40.989997,121.418869,frio	
11,29,11.80,34.10,26.520183,84.179561,quente	
11,29,22.32,30.55,15.269745,120.828257,alerta	
11,29,-10.12,24.96,40.990144,44.730380,frio	
11,29,10.56,37.18,29.740192,72.000152,alerta	
11,29,-2.29,24.70,47.418584,1.180879,moderado	
11,29,-14.91,26.28,40.990720,117.158857,frio	
