Timestamp,SourceIP,DestinationIP,SourcePort,DestinationPort,FirstAckTimestamp,FinTimestamp,TotalLength,PacketsFromServer,PacketsPerTotalTime,DOS
1499258512.2886472,192.168.10.8,213.239.195.215,50831,443,0.0,3600.0,12,0,-1000.0,Normal
1499270938.4683712,192.168.10.12,64.12.245.38,37422,443,0.029018000000000002,5.7011650000000005,20,8,1.2278192264212664,Normal
1499278309.58393,192.168.10.16,91.221.199.170,42328,443,0.192555,5.700988,104,7,1.0524491544272676,Normal
1499274143.764759,192.168.10.51,172.16.0.1,52652,443,0.000314,2.6057490000000003,92,6,2.302600902849814,Normal
1499261608.5951052,172.16.0.1,192.168.10.50,48938,80,678.092959,1613.766906,10854,49,0.03036374077186585,Ataque
1499282494.396624,192.168.10.12,23.208.30.80,50942,443,0.023163999999999997,116.95956000000001,704,57,0.487347934619453,Normal
1499273955.337399,192.168.10.9,151.101.22.49,19481,443,0.023765,180.742144,12,7,0.03872920750569385,Normal
1499262203.508225,172.16.0.1,192.168.10.50,52116,80,1.013996,1020.732165,9464,52,0.050943824230325896,Ataque
1499264093.761693,192.168.10.9,172.217.7.14,17033,80,0.037132,117.712799,23,17,0.13592404679800368,Normal
1499275785.699126,192.168.10.25,157.240.18.19,52803,443,0.035052999999999994,56.371548,324,25,0.44348613594929137,Normal
1499281510.627275,192.168.10.17,23.61.187.27,47735,80,0.037211,115.408092,212,16,0.1299735550605932,Normal
1499276613.424765,192.168.10.14,69.172.216.56,55783,443,0.02377,0.225477,1519,23,102.00596956674072,Normal
1499263683.045398,192.168.10.17,23.61.187.27,42788,80,0.039039,56.551182999999995,164,12,0.21219715244506904,Normal
1499263643.763355,192.168.10.51,72.5.205.54,39991,443,0.03329,0.145515,365,5,34.36071882623784,Normal
1499262203.898233,172.16.0.1,192.168.10.50,53038,80,0.011977,1035.811851,16742,57,0.05116759375636841,Ataque
1499281870.163717,192.168.10.19,157.240.2.25,58793,443,0.038598,180.69311399999998,404,32,0.17709584660763553,Normal
1499264924.692305,192.168.10.5,172.217.12.161,51542,443,0.036851,0.211207,24,12,52.081607143702605,Normal
1499262271.627295,172.16.0.1,192.168.10.50,46326,80,0.014033000000000002,935.362559,18141,52,0.05559341615682525,Ataque
1499274735.388495,192.168.10.17,52.33.61.7,37521,443,0.08371,60.513288,164,12,0.18177825670289144,Normal
1499278220.320456,192.168.10.5,162.208.20.178,54952,443,0.08504500000000001,0.370386,12,4,10.79954425923226,Normal
1499272076.589849,192.168.10.14,107.178.245.205,54510,443,0.053159000000000005,3600.0,12,5,-1000.0,Normal
1499263746.445401,192.168.10.8,209.15.36.31,52776,443,9.015267999999999,3600.0,12,1,-1000.0,Normal
1499285013.063633,192.168.10.16,93.93.53.199,57864,443,0.104538,1.0109629999999998,51,11,10.880714724475572,Normal
1499265302.2007802,192.168.10.17,107.20.223.209,35681,80,0.050705,60.377979,1600,11,0.18218562764414484,Normal
1499261776.192126,192.168.10.15,23.60.139.27,53449,80,0.037066,5.699669999999999,12,4,0.5263462621520192,Normal
1499263136.777253,192.168.10.8,204.236.135.247,52417,443,0.08748600000000001,61.865353000000006,18,13,0.1939696359608584,Normal
1499279748.600807,192.168.10.12,23.61.187.27,40838,80,0.036979000000000005,5.968754,68,4,0.5026174642144744,Normal
1499256831.194867,192.168.10.5,158.85.132.196,50016,443,0.051990999999999996,5.744585,12,6,0.870384892903491,Normal
1499261409.0206509,192.168.10.15,208.111.178.207,53002,443,0.038196,82.682847,19,18,0.2176993252300565,Normal
1499261296.201701,192.168.10.12,52.3.78.188,57386,80,0.048368,1.363165,80,5,3.667934549375901,Normal
1499270109.3870962,192.168.10.51,172.217.9.238,40353,443,0.037005,116.08992099999999,236,18,0.14643820801635316,Normal
1499284207.177399,192.168.10.17,172.217.3.99,34489,443,0.036544,0.803016,164,12,13.698357193380959,Normal
1499277531.060766,192.168.10.14,54.192.37.221,56067,443,0.03121,5.1151599999999995,12,6,1.1729838362827363,Normal
1499262718.075706,192.168.10.16,88.99.248.45,34128,443,0.11318199999999999,55.710078,980,68,1.2206050043584573,Normal
1499265826.21542,192.168.10.19,37.187.86.42,59789,80,0.096057,15.201893,80,5,0.3289064065902845,Normal
1499278772.842809,192.168.10.5,162.208.20.178,59719,443,0.085302,0.586071,12,4,5.118833724924113,Normal
1499273671.714437,192.168.10.17,199.233.57.19,53631,80,0.028281,10.91842,3048,11,1.0074717770519912,Normal
1499284080.342403,192.168.10.14,23.15.4.24,58314,443,0.015399000000000001,116.462515,23,17,0.14596971394615682,Normal
1499255245.0372539,192.168.10.9,172.217.11.46,13857,80,0.036535000000000005,117.93611100000001,83,23,0.18654167763764906,Normal
1499278178.771103,192.168.10.5,162.208.20.178,54674,443,0.084924,0.2973,12,4,13.454423141607803,Normal
1499256834.681486,192.168.10.5,54.87.202.125,50123,443,0.050662,3600.0,17,15,-1000.0,Normal
1499273044.837192,192.168.10.16,52.218.64.140,42698,443,0.10276099999999999,6.333183,20,8,1.2631878788280715,Normal
1499269187.288194,192.168.10.51,138.108.6.20,57131,443,0.043918,5.147259,92,6,1.165668951183533,Normal
1499276158.8750641,192.168.10.8,173.241.242.143,58491,80,0.035923000000000004,5.653185,199,3,0.5306743013009481,Normal
1499257013.476727,192.168.10.14,172.217.10.14,49848,80,0.037038999999999996,5.142403,12,4,0.5833848494565673,Normal
1499271075.128181,192.168.10.16,172.217.12.174,54774,443,0.036948,0.35146700000000003,260,19,51.21391197466616,Normal
1499272564.3148699,192.168.10.51,172.217.6.193,43039,443,0.036943000000000004,5.563548,104,7,1.0784485008487386,Normal
1499278759.650681,192.168.10.9,146.88.138.76,21942,443,0.019589,5.882968,24,7,1.0198933599502835,Normal
1499257016.146302,192.168.10.14,54.192.36.242,49871,80,0.029838,6.0076160000000005,24,5,0.6658215172208077,Normal
1499263409.554455,192.168.10.51,23.203.126.112,52365,80,0.023264,117.37321399999999,344,27,0.22151561769451072,Normal
1499275963.836718,192.168.10.8,34.226.59.187,57835,80,0.05095,60.464086,18,11,0.1819261768051865,Normal
1499278147.3472939,192.168.10.5,34.203.159.224,54351,443,0.050789999999999995,60.953516,18,12,0.1804653893960768,Normal
1499278866.6028,192.168.10.5,162.208.20.178,60528,443,0.085189,0.459747,12,4,8.700437414491015,Normal
1499263222.327614,192.168.10.15,178.255.83.1,54648,80,0.040463,3.0991720000000003,24,5,1.6133341421515166,Normal
1499281571.712354,192.168.10.12,74.119.118.67,59110,443,0.02306,3600.0,92,6,-1000.0,Normal
1499281220.209569,192.168.10.15,172.217.10.74,57038,443,0.03655,180.517674,12,11,0.05539623782212039,Normal
1499275676.069946,192.168.10.9,54.192.48.231,20440,443,0.029761000000000003,5.978419000000001,12,6,0.8363415143702707,Normal
1499279101.850208,192.168.10.19,113.29.189.10,45523,80,0.281801,5.576917,80,5,0.7172421608569751,Normal
1499273067.994669,192.168.10.14,192.168.10.50,54782,22,0.00020099999999999998,1.405173,12,18,11.386498317289043,Normal
1499272029.257586,192.168.10.15,104.244.46.135,56301,443,0.02359,0.134724,12,5,37.11291232445593,Normal
1499282583.830575,192.168.10.5,192.168.10.50,61144,22,0.000135,1.293353,12,14,9.278209429289609,Normal
1499281509.473491,192.168.10.17,54.76.211.99,52728,80,0.09974,61.020889000000004,164,12,0.19665396877452898,Normal
1499271457.589905,192.168.10.14,23.15.155.27,54023,80,0.261176,5.567455000000001,12,4,0.5388458460822765,Normal
1499260160.307066,172.16.0.1,192.168.10.50,33112,80,2077.702173,3744.61539,21133,60,0.015755957249323806,Ataque
1499262590.821251,192.168.10.9,199.96.57.6,16586,443,0.023427,10.251118,13,7,0.6828523483975115,Normal
1499282213.3284519,192.168.10.14,23.60.139.27,57732,80,0.037271,5.77109,12,4,0.5198324753209532,Normal
1499271554.944273,192.168.10.19,80.84.97.20,37386,443,0.131854,11.908005000000001,632,51,4.198856147608269,Normal
1499258610.5623689,192.168.10.8,50.63.243.230,50873,80,0.032722,1.344176,12,4,2.975800787992049,Normal
1499255474.7475119,192.168.10.5,23.67.2.35,49344,443,0.249671,117.70125900000001,23,24,0.2039060601722196,Normal
1499276131.361603,192.168.10.51,172.16.0.1,53202,443,0.000322,3.042176,80,5,1.6435603988723857,Normal
1499259222.781632,172.16.0.1,192.168.10.50,56146,80,2997.8001170000002,4018.1097549999995,18202,58,0.013190281807023462,Ataque
1499266926.425697,192.168.10.17,52.45.217.171,60705,443,0.05127,39.75152,152,11,0.27671897829315706,Normal
1499255893.8242939,192.168.10.17,52.79.87.176,60326,443,0.23479099999999997,1653.001721,896,73,0.043557123435082015,Normal
1499284280.6798,192.168.10.8,74.119.118.82,62191,443,0.023315,3600.0,13,5,-1000.0,Normal
1499258755.554173,192.168.10.12,14.128.25.249,56126,443,0.181857,5.6767900000000004,116,8,1.2330912364205826,Normal
1499264113.616441,192.168.10.5,23.60.139.27,51278,80,0.037111,5.1383410000000005,12,4,0.5838460312384871,Normal
1499259181.418605,192.168.10.51,172.16.0.1,47413,443,0.00036899999999999997,2.001713,80,5,2.497860582411165,Normal
1499267670.928053,192.168.10.19,23.194.140.246,45574,443,0.023163999999999997,116.38656100000001,224,17,0.14606497394488696,Normal
1499257014.439338,192.168.10.12,172.217.10.130,44450,443,0.036606,1.18818,140,9,7.574609907589759,Normal
1499255117.885299,192.168.10.25,192.168.10.3,49152,389,0.000113,0.22653299999999998,96,6,17.657471538363065,Normal
1499266083.736133,192.168.10.8,138.201.28.165,53536,443,0.115932,116.35973200000001,23,98,0.8336217206137944,Normal
1499279617.305302,192.168.10.17,172.217.12.130,39117,443,0.037025,29.594769,116,8,0.23652828646846336,Normal
1499278295.247336,192.168.10.19,61.251.98.135,55695,80,0.26920900000000003,6.286681,80,5,0.6362657815785469,Normal
1499258397.857003,192.168.10.25,107.178.243.170,50086,443,0.055384,0.71937,216,16,20.851578464489762,Normal
1499274297.751908,192.168.10.14,52.192.219.100,55158,443,0.189575,5.422174,12,6,1.106567218241244,Normal
1499261411.157002,192.168.10.15,52.84.40.46,53017,443,0.031560000000000005,122.842676,35,19,0.14652888219400237,Normal
1499284933.723835,192.168.10.16,52.24.219.132,45448,443,0.083084,61.02031899999999,3096,15,0.22943177337371834,Normal
1499255478.499027,192.168.10.5,151.101.128.239,49475,443,0.015607,117.96775600000001,24,49,0.4153677382826541,Normal
1499278511.7201462,192.168.10.5,162.208.22.34,57585,443,0.041746,0.575401,12,4,6.951673702339759,Normal
1499260542.0452619,172.16.0.1,192.168.10.50,34958,80,1695.4149719999998,3404.95705,12421,58,0.016740299264567812,Ataque
1499261602.631092,192.168.10.15,162.208.20.178,53272,80,0.086306,5.527332,12,4,0.5427573375364461,Normal
1499259862.142848,172.16.0.1,192.168.10.50,59750,80,0.0007610000000000001,3983.68742,18203,59,0.014559375243351793,Ataque
1499263137.042751,192.168.10.8,205.180.85.140,52439,443,0.038038999999999996,0.176273,43,4,22.692074225774796,Normal
1499262255.023795,172.16.0.1,192.168.10.50,40650,80,0.010978,2021.71075,12459,63,0.03066709716016497,Ataque
1499261171.9908571,192.168.10.9,192.168.10.50,16172,21,0.00020800000000000001,0.161474,12,10,61.92947471419547,Normal
1499266319.38906,192.168.10.8,23.50.75.27,53747,80,0.023171999999999998,5.450991,12,4,0.5503586412085434,Normal
1499259657.949259,192.168.10.5,136.199.55.186,50575,80,0.116251,4.670294,12,27,5.781220625510942,Normal
1499256404.58701,192.168.10.9,54.249.112.230,14597,80,0.187802,61.111616000000005,17,10,0.16363501171364864,Normal
1499265619.925737,192.168.10.8,23.54.187.27,53303,80,0.025917000000000003,117.33154099999999,23,17,0.13636571942748116,Normal
1499258582.5008,192.168.10.25,107.178.243.170,50157,443,0.053694000000000006,32.829339000000004,144,10,0.27414502619135883,Normal
1499261783.357333,192.168.10.15,52.5.124.20,53555,80,0.051029000000000005,3600.0,42,52,-1000.0,Normal
1499256840.570089,192.168.10.5,108.59.6.118,50178,443,0.028643000000000002,0.20993699999999998,1185,5,23.816668810166853,Normal
1499265734.338463,192.168.10.16,204.154.111.120,54090,443,0.03283,6.814244,20,9,1.320762802153841,Normal
1499260661.896219,192.168.10.15,52.207.4.16,52221,80,0.050702,61.050953,1478,12,0.19655712827283794,Normal
1499275915.802438,192.168.10.8,184.173.185.57,57417,80,0.043067,5.325957,224,4,0.7510387335083631,Normal
1499262270.768325,172.16.0.1,192.168.10.50,44724,80,0.011026000000000001,2093.311546,18237,60,0.028185006724269032,Ataque
1499273217.256661,192.168.10.8,104.244.43.176,54588,443,0.023563,10.143292,13,7,0.6901112577652307,Normal
1499272628.535131,192.168.10.5,199.38.183.217,52697,443,0.028925,1.186413,12,8,6.7430144477513325,Normal
1499279387.239395,192.168.10.16,74.220.195.201,54436,443,0.071594,10.221032000000001,92,6,0.5870248718524705,Normal
1499262104.0512419,192.168.10.12,172.217.6.194,57458,80,0.03663,116.88546699999999,224,17,0.13688613658017898,Normal
1499262203.675236,172.16.0.1,192.168.10.50,52620,80,0.011995,1020.900668,15222,51,0.04799683410531376,Ataque
1499278075.39535,192.168.10.19,103.27.148.71,52179,80,0.279263,5.557889,80,5,0.7196977125667677,Normal
1499255349.60313,192.168.10.5,104.88.107.204,49266,443,0.023301,3600.0,12,5,-1000.0,Normal
1499260360.146742,192.168.10.51,172.16.0.1,47993,443,0.000296,4.781716,116,8,1.6730395531645956,Normal
1499262999.039375,192.168.10.14,216.58.219.195,52262,443,0.036724,181.048274,12,11,0.05523388751002399,Normal
1499261191.458713,192.168.10.12,23.76.193.115,60100,80,0.058914999999999995,43.435511,128,9,0.2072037324483186,Normal
1499258610.287972,192.168.10.8,156.154.202.32,50863,443,0.062791,0.327918,12,5,15.247714367616291,Normal
1499273512.01578,192.168.10.25,192.168.10.3,52311,389,6.8e-05,3600.0,144,10,-1000.0,Normal
1499275784.910974,192.168.10.25,151.101.209.127,52795,443,0.023684,0.048055,84,5,104.04744563520966,Normal
1499281070.340925,192.168.10.5,52.86.50.122,60967,443,0.050866,181.163595,12,17,0.08831796476549275,Normal
1499278732.926019,192.168.10.5,162.208.20.178,59432,443,0.085509,0.676949,12,3,4.431648469825645,Normal
1499267267.865288,192.168.10.51,162.213.33.48,50392,443,0.094997,1.023866,92,6,5.860141854500491,Normal
1499268567.867966,192.168.10.15,104.16.127.51,55952,443,0.015350999999999998,117.47423400000001,23,280,2.3749888847966427,Normal
1499278360.672711,192.168.10.5,162.208.20.178,56249,443,0.08575,0.300077,12,4,13.329911989256095,Normal
1499259114.65921,192.168.10.14,23.50.75.27,50644,80,0.023306,38.58408,27,9,0.23325682509470225,Normal
1499261899.699225,192.168.10.9,23.50.75.27,16269,80,0.02352,5.533926999999999,12,4,0.5421105121191516,Normal
1499261889.151058,192.168.10.5,68.67.178.132,50841,443,0.032411,10.483772,13,9,0.8584696424149628,Normal
1499271312.1566632,192.168.10.5,169.60.66.39,52338,443,0.042392,116.10643,23,17,0.13780459876339324,Normal
1499262272.199267,172.16.0.1,192.168.10.50,47380,80,0.012029999999999999,935.1905929999999,15223,52,0.05560363886166679,Ataque
1499262272.3802881,172.16.0.1,192.168.10.50,47720,80,0.012988999999999999,935.251077,22437,48,0.04811542173717272,Ataque
1499278336.86565,192.168.10.5,162.208.20.178,56059,443,0.085428,0.272042,12,4,14.703611942273616,Normal
1499283268.99542,192.168.10.8,50.63.243.230,61922,80,0.032612999999999996,0.06929,12,4,57.72838793476692,Normal
1499265570.723164,192.168.10.17,104.16.81.211,35171,443,0.015124,181.229438,20,18,0.09380374506265368,Normal
1499269028.258684,192.168.10.5,172.217.7.10,51832,80,0.036728,115.657016,23,27,0.2248026181135436,Normal
1499262104.2075331,192.168.10.12,52.76.58.164,41380,443,0.263606,92.102532,236,18,0.18457690175119176,Normal
1499275878.5931132,192.168.10.17,72.21.91.29,33398,80,0.023788999999999998,5.48043,68,4,0.547402302374084,Normal
1499278396.87871,192.168.10.51,199.166.0.200,43238,443,0.023987,0.186772,147,8,42.83297282247874,Normal
1499259648.9591491,192.168.10.17,74.119.118.94,41376,443,0.023207,3600.0,140,10,-1000.0,Normal
1499278252.018945,192.168.10.51,68.67.178.176,42912,443,0.032527,0.093926,56,3,31.940037902178297,Normal
1499279749.635733,192.168.10.12,54.230.48.25,56368,443,0.031311,5.927613,80,5,0.6748078864122877,Normal
1499279425.3406868,192.168.10.15,192.168.10.50,56973,9716,9.8e-05,0.03451,13152,14,347.7252970153578,Normal
1499265391.800234,192.168.10.17,52.19.189.131,48584,80,0.10299200000000001,60.287608,128,9,0.14928441015606395,Normal
1499278723.516933,192.168.10.5,162.208.22.34,59317,443,0.040561,0.246087,12,5,16.25441408932613,Normal
1499284552.394557,192.168.10.51,184.173.177.153,42389,80,0.042508,5.090463,68,4,0.7857831399619248,Normal
1499259995.918324,172.16.0.1,192.168.10.50,60480,80,3.0026900000000003,3886.943483,22547,59,0.014921750278507971,Ataque
1499262790.927378,192.168.10.14,142.0.160.53,52075,443,0.028801999999999998,5.7684809999999995,12,6,0.8667793133062238,Normal
1499255363.407356,192.168.10.16,184.84.243.218,34378,80,0.028657,116.82311899999999,224,17,0.13695919212703098,Normal
1499257347.224002,192.168.10.17,212.42.76.151,38161,443,0.11517899999999999,125.87919199999999,416,33,0.2621561155238428,Normal
1499274295.352915,192.168.10.14,129.146.12.98,55041,443,0.087091,5.715889,12,6,0.8747545657377179,Normal
1499273513.186286,192.168.10.25,50.22.46.25,52323,80,0.052621,0.10928900000000001,24,5,45.750258488960455,Normal
1499262255.311795,172.16.0.1,192.168.10.50,41078,80,0.008986,2030.523348,18285,64,0.03102648391709112,Ataque
1499267409.328042,192.168.10.14,74.125.192.156,53675,443,0.049714999999999995,180.830778,12,10,0.04977028855121112,Normal
1499270269.4378529,192.168.10.16,172.217.12.198,39330,443,0.043588999999999996,1.662232,140,10,5.414406653222896,Normal
1499273402.00443,192.168.10.17,172.217.10.74,43879,443,0.036351,116.179005,248,19,0.15493332896077056,Normal
1499260992.724026,192.168.10.15,23.194.140.38,52760,80,0.023338,5.291275,12,4,0.5669710986482462,Normal
1499268651.417889,192.168.10.16,204.11.109.68,54992,443,0.087879,5.858391,116,8,1.1948673279062463,Normal
1499275524.043618,192.168.10.9,121.254.151.28,20358,80,0.231595,5.876275,12,4,0.5105275025420016,Normal
1499278401.287809,192.168.10.5,162.208.20.178,56539,443,0.08505800000000001,0.265137,12,4,15.086540166027369,Normal
1499278613.1913712,192.168.10.19,27.0.237.143,56881,80,0.279538,5.558878,80,5,0.7195696685554172,Normal
1499259828.105288,192.168.10.5,192.168.10.50,50579,22,0.00014,1.312041,12,14,9.146055649175597,Normal
1499262134.267134,192.168.10.9,23.61.187.27,16462,80,0.036999000000000004,115.319074,23,16,0.13007388526203392,Normal
1499275519.7691529,192.168.10.51,162.213.33.48,53019,443,0.095137,0.9751200000000001,92,6,6.153088850603004,Normal
1499272024.504778,192.168.10.15,151.101.66.109,56223,443,0.015142,0.162677,12,38,233.59171855886208,Normal
1499283257.437202,192.168.10.51,204.13.194.231,46208,80,0.032457,60.406689,20,11,0.16554458066721714,Normal
1499266266.491812,192.168.10.19,172.217.9.232,35708,443,0.036907999999999996,5.800104,104,7,1.034464209607276,Normal
1499276503.192841,192.168.10.8,162.208.20.178,59083,80,0.086582,5.275754,12,4,0.5686390987904286,Normal
1499260045.40833,192.168.10.9,192.0.76.3,15832,80,0.024168000000000002,3600.0,17,7,-1000.0,Normal
1499276685.653197,192.168.10.16,23.60.139.27,53376,80,1.036032,7.054588000000001,68,4,0.42525516727553764,Normal
1499256205.334277,192.168.10.12,23.15.155.27,59132,80,0.264673,6.01438,68,4,0.4988045318054396,Normal
1499259939.193232,172.16.0.1,192.168.10.50,60192,80,2284.044456,3928.657086,13824,57,0.014254234659359629,Ataque
1499263663.183194,192.168.10.12,50.116.194.23,52678,443,0.05196900000000001,5.960666000000001,116,8,1.3421319027102006,Normal
1499262255.939777,172.16.0.1,192.168.10.50,41966,80,0.014972999999999998,2045.0737390000002,22534,57,0.027382875703730308,Ataque
1499278586.6883109,192.168.10.5,162.208.22.34,58251,443,0.042834,0.175795,12,3,17.06533177849199,Normal
1499282863.607871,192.168.10.8,104.196.48.127,61678,443,0.053604,66.602262,18,14,0.21020307088068574,Normal
1499258977.660553,192.168.10.12,54.228.207.5,39380,443,0.103288,116.588742,236,18,0.1543888345583144,Normal
1499259750.889134,192.168.10.16,23.50.75.27,48142,80,0.023661,47.170212,128,9,0.19079837928224702,Normal
1499257433.495945,192.168.10.15,69.172.216.55,50091,443,0.023887000000000002,0.859449,43,5,5.817680862971508,Normal
1499263697.248131,192.168.10.9,23.61.187.27,16933,80,0.039072,5.7439290000000005,12,4,0.5222905784524844,Normal
1499282134.9265711,192.168.10.12,198.8.70.211,52830,443,0.027634,11.051844000000001,2940,9,0.8143437420940793,Normal
1499283400.24625,192.168.10.15,74.119.118.66,57571,443,0.023452,3600.0,17,7,-1000.0,Normal
1499275600.5894392,192.168.10.19,213.165.66.59,47462,443,0.093277,15.610835,140,10,0.6405807248619307,Normal
1499259536.708577,172.16.0.1,192.168.10.50,57966,80,0.997294,3705.6180990000003,23993,57,0.014302607172148315,Ataque
1499261025.264784,192.168.10.12,52.0.182.174,55630,80,0.050629,61.09398,128,9,0.14731402341114458,Normal
1499273467.153191,192.168.10.8,151.101.22.2,55078,80,0.023500999999999998,116.82928999999999,23,16,0.12839246048657832,Normal
1499260633.107575,192.168.10.19,151.101.46.83,52433,443,0.033969,108.853853,1436,118,1.0840222623998437,Normal
1499269980.010752,192.168.10.14,192.168.10.50,53864,22,0.000145,1.412299,12,14,8.496784321167118,Normal
1499256422.229183,192.168.10.17,172.217.12.162,38774,80,0.036495,1.082099,524,42,38.81345422184106,Normal
1499259576.979981,172.16.0.1,192.168.10.50,58162,80,2644.17776,4303.168042,15235,53,0.012084120232458256,Ataque
1499261611.6104689,172.16.0.1,192.168.10.50,50104,80,675.7194820000001,1611.538381,21110,59,0.033508354896575075,Ataque
1499264504.341491,192.168.10.15,52.216.17.200,54858,443,0.050677,6.2479,12,8,1.120376446486019,Normal
1499271428.7989519,192.168.10.51,52.84.26.68,54929,443,0.029945,116.78745500000001,1028,84,0.7106927708973538,Normal
1499278188.257237,192.168.10.5,162.208.20.178,54702,443,0.084971,0.522947,12,4,7.6489586898863555,Normal
1499260045.15601,192.168.10.9,52.84.26.215,15821,80,0.029870999999999998,3600.0,17,45,-1000.0,Normal
1499255482.151385,192.168.10.5,52.52.92.30,49533,443,0.087675,61.41458000000001,18,13,0.1953933414508412,Normal
1499278699.397892,192.168.10.5,162.208.22.34,59121,443,0.042552,0.351146,12,4,11.391273145643122,Normal
1499278384.113934,192.168.10.5,162.208.20.178,56370,443,0.085918,0.43440200000000007,12,4,9.208060736368616,Normal
1499259432.50756,192.168.10.17,78.31.70.52,59389,443,0.10383800000000001,0.433277,80,5,11.539961733486896,Normal
1499256421.044899,192.168.10.17,198.51.152.184,33069,80,0.023854,5.189074,20,4,0.7708504446072654,Normal
1499262487.10186,192.168.10.15,52.84.26.155,54247,443,0.041472,5.558965,12,6,0.8994480087570257,Normal
1499275283.113308,192.168.10.12,151.101.130.49,46884,443,0.015228,137.17508700000002,560,45,0.3280479056667192,Normal
1499263454.032548,192.168.10.12,192.229.173.67,48728,443,0.023178999999999998,0.093238,92,6,64.3514446899333,Normal
